,rating,title,text,parent_asin,category
59,1.0,"Hair not real, I want my money back.","I like the hair if I was practicing braids, but I’m not I need to learn how to properly dye hair, and I can’t with this hair. I need a new either I have a doll with a bad batch of hair or this is expression braiding hair in this doll head. WTH?",B09LHS6RGF,All_Beauty
60,1.0,The color on the bottle is not what's inside!!,Colors didn't match the cap. Don't waste your money,B0BXNQZW5C,All_Beauty
61,1.0,Very disappointing product,Very poor quality.  The bristles continue to fall out every time I use it.  I ran my hand over the brush numerous times thinking I could eliminate the loose ones and thought it would stop but it appears they're all loose.  They just keep falling out.,B003ZX9GJ0,All_Beauty
62,1.0,My conditioner that I ordered was spilled all over it,I didn’t get a chance to even use it The conditioner that came in a package with it spilled all over it and it ruined all of my lashes :(,B098PVHCSJ,All_Beauty
63,1.0,Dried out my hair and scalp.,This shampoo and conditioner dried out my scalp horribly. I doubt there is any Argan oil in this. I don't normally have a problem with dry scalp. I used this for a month ever 2-3 days and my hair and scalp are so dry as a result. What a?waste of money.,B01GOWKAD4,All_Beauty
64,1.0,Diluted knockoff,Not sure if it’s a flat out knockoff or if they diluted the real thing- eitherbway it’s definitely not legitimate and has almost no fragrance,B00L9NWMQC,All_Beauty
65,1.0,Expensive for no reason! Waste of money.,"I kept seeing this product online and was excited to try on my son, who is curly. I found that aside from the oil, every other product was very watery. These products did nothing to enrich or enhance my son’s natural curl pattern. Honestly, I get better results with the products I use in my own hair.",B09BDG7Z49,All_Beauty
66,1.0,Not worth it. Only lasted a week.,"Had ordered this about a week ago and mines just stopped working. First I was going to send it back because it had no plug, but decided to try it. Now I'm returning it. I purchased 2 I'm hoping my Granddaughter doesnt have issues with hers. Right now I'm returning the one I have<br />Such a waste.",B07YV43F2N,All_Beauty
67,1.0,False advertisement?,Advertised as 4 but ONLY received 3. Ain’t worth the trouble to return and  I WON’T purchase anymore.,B083FQZ8QC,All_Beauty
68,1.0,Very tiny,These are really really too tiny to see on the nails,B07LGTZW3Y,All_Beauty
69,1.0,One Star,I started to get red itchy bumps all over my face right after using it.,B075S9TNP6,All_Beauty
70,1.0,One Star,"Bad allergy, hot redness.",B017SVTBQM,All_Beauty
71,1.0,Too loose. doesnt stay in place. The ends ...,Too loose. doesnt stay in place. The ends are just bluntly cut off. The ends are scratchy and hurt my skin.,B00CHUR9IC,All_Beauty
72,1.0,Stopped working after less than 30 uses,"I bought this 7 months ago. I only do 3-4 sets of nails each month. It worked great until last month when it shut off mid-servoce and won't turn back on. It is supposed to have a 1 year warranty, but I can't get any response from the seller. Not worth the money of it isn't going to last more than 6 months.",B07FKGGLCW,All_Beauty
73,1.0,It was a bad purchase. Don't make the same mistake,These stampers do not work. I even tried another user's idea of running a magic eraser across the top of it to prime it. These never picked up the design. It was a bad purchase. Don't make the same mistake.,B01M5BE06C,All_Beauty
74,1.0,Would not recommend,"I ordered this oil because of the good reviews of others, but unfortunately it seems I received a bad batch. Does not smell as I expected, disappointed.",B00XYM2MZM,All_Beauty
75,1.0,Not happy with 'sample size',"Smells great.  Unfortunately, the size of this item was a bit more than disappointing.  Product description states: 4 x 1.4 x 0.8 inches.  As seen in my photo, what received is far short of 4 inches.  I'll be contacting the supplier to see if they will make this right.  Will update once I either get the correct item or get stuck with a $22 'sample' size.",B016OWPW1Y,All_Beauty
76,1.0,Waste!,This product did not do anything for my eyebrows. Maybe its just me. I believe it was a waste of money.,B001JE325G,All_Beauty
77,1.0,Dead on arrival!,"I charged the device for an hour and it showed that it was charging, then tried to turn it on according to the instructions, and nothing happened, so I charged it for another hour, and still it was dead.<br />I'll update my review if a replacement unit comes that actually works.",B08JCX52M9,All_Beauty
78,1.0,No Good To Use For Massage,"This said STAIN resistant and wrinkle resistant, I believe they meant to say, ""stain collector"". These sheets will make your client think you didn't change your sheet after your previous client!!! This product is no good! And it isn't wrinkle resistant. I looked up best quality massage sheets and it provided me these sheets. That's false",B013PRX95W,All_Beauty
79,1.0,One Star,It broke when as soon as I put it on. Speedy delivery though.,B00ZW0ABG6,All_Beauty
80,1.0,Waste of money,Pen only worked for 2 uses. Waste of money,B08Q7RMQW6,All_Beauty
81,1.0,Stopped working after 3 uses,"I loved this product the first three times I used it, but after that the board stopped working and I cannot adjust the temperature or turn off/on any of the features.  Complete junk",B07KYYLL21,All_Beauty
82,1.0,"Really great value, but...","(1) Short,coiled cord is a a pain. Threw it out and used the long staright cord from my old Norelco.<br /><br />(2) Fine shave if you aren't going out in public. It gets the easy parts, but below th chin I might just as well not have shaved. Thank God I'm retired. This wouldn't do if I had to make a business call.",B00009RB0X,All_Beauty
83,1.0,It burns!,"It flipping burns like CRAZY!! Initially I loved the creamy feel, it was very smooth. That "" oh this stuff feels nice,"" feeling was replaced by burning. My face was on fire. I looked in the mirror and I could see that my face was already turning red! I had only put on a thin layer, and literally I could see my skin getting red!!  I didn't think it was suppose to burn, but I have it another second or two to see if it would subside- couldn't do it. I had to get this off my face ASAP!! I can't imagine what my face would look like if I could deal with the burn. It's like covering your face in icy hot and then sticking your face in water. That's the intense burn you feel.<br /><br />I'm not sure what the hell is in it that makes you feel like you were slapped by Satan!!  Apparently this is a highly rated product, but there are many that get this burn as well!!",B07CVBFGRC,All_Beauty
84,1.0,Hair smells horrible.. and poor quality.,"This hair has pugnant smell it actually made me hair dresser sick...So after several wash to get rid the horrible smell I finally I Installed the hair I purchase. The hair look great when you just put it in but after few hours it start tangling. Its a high maintenance  and take time to detangle  in order to get a fresh look. I purchased the 22, 24 , 26 inches.",B00WTNLUJQ,All_Beauty
85,1.0,Tiny and not spaced correctly,These are advertised falsely. The women in the pictures show the ears larger and actually positioned/spaced to look like cat ears. What I received more acurately depicts tiny hamster ears and are almost close enough together to be confused with bunny ears.,B074NR348M,All_Beauty
86,1.0,Disappointed,Too small for my face. Not exactly what I thought,B07743NG95,All_Beauty
87,1.0,This product is not what it advertises,The colors you receive are NOT what's in the photo. Super bummed to get 10 NEON colors of nail polish that i'll probably never use. Very disappointed.,B01N11OS9W,All_Beauty
88,1.0,Be careful opening the box the cream comes in.  The cream was all over the inside of the box., ,B09QMCY8MT,All_Beauty
89,1.0,It’s garbage!!😡😡😡😡,They are lier’s it don’t work at s as ll !!! What a wast of my time !!😡😡😡😡😡,B08QMJLMCQ,All_Beauty
90,1.0,Extremely Disappointed!,"Extremely disappointed!  This one actually spins but, is soon as I held it against my 4 & 1/2” hair it stopped spinning!  This is actually the second one I bought in a month the first one didn’t spin at all!!  Having MBC that has metastasized to my bones I really needed assistance trying to style my hair.  Unfortunately after chemotherapy my hair grew back extremely thin and very straight.  Until I can find something that works, it looks like I’m back to wearing a scarf on my head!",B07PPLGRM2,All_Beauty
91,1.0,Cheap material and very breakable,Broke within a week of use,B0747FCR8B,All_Beauty
92,1.0,DONT FORGET TO ALLERGY TEST!!!!!!,"Before using this product, like it says in the directions, and do an allergy test first!!!!!! I made the mistake of not doing that, because I always dye my hair and eyebrows and thought I would be fine. I had never used this product before and was gifted with a ghastly sight the next day. I had a terrible allergic reaction and my whole face swelled up with boils. Not only that, but my eyebrows were bright red, bumpy, and itchy. My eyebrow hair all fell out as well... my doctor said it was a bad chemical burn.  Now, almost 2 weeks later my eyebrows are still somewhat red. I kmow this is my own fault and not the products but I just wanted to warn others.",B0BM4GX6TT,All_Beauty
93,1.0,Buy for less,This can be purchased from Native for 4 Dollars a bar,B07Q5HDHFX,All_Beauty
94,1.0,AWFUL,this made my eye bags more lumpy and my face more puffy - so hard to use and instructions are not specific....,B01GPBRSDO,All_Beauty
95,1.0,Hair was very thin,This hair was very thin. Needed at least 5 bundles for thickness. That’s just ridiculous. Had to take it out a couple of days after installation because of the thinnest and how cheap in quality it appeared.,B0718XXDBC,All_Beauty
96,1.0,Nope.......,Very thin and very shiny. Does not look real at all. Didn't expect much for 10 bucks though. Going to add more hair and powder down the shine and see if I can make something of it.,B079FNX99P,All_Beauty
97,1.0,Doesn't look like the picture and not human hair!,[[VIDEOID:95d15732f710c900ef429ea222646041]] I bought this wig for my mom because she liked mines. I had to find a different seller because she is a blonde.  This wig is not body wave and is not human . Save your money .,B09CTKFX93,All_Beauty
98,1.0,This is price gouging.,"The palette is good , but this is price gouging. it is $39 on the Morphe website.",B084YYM2CQ,All_Beauty
99,1.0,Wanted to get a refund,its get. very tangled  quick,B08ZSFMSVJ,All_Beauty
100,2.0,Wrong Castor Oil Choice for Me,"I ordered the shampoo and conditioner because I like to use products as a set to check the overall results. I'm sensitive to smells, and definitely not a fan of citrus-smelling products. This was a no go for me. Way too strong. That aside, I used it for a single shampoo, and felt a few squeaks. Uh-oh, moisturizing? Hmmm. My hair seemed to be a little softer after rinsing the conditioner out, but again, not a good choice for me. I was really looking forward to trying a new healthy brand with an added boost to promote hair growth, but it's a marginal product for me.",B0CDNZ7F2V,All_Beauty
101,2.0,... it was cute don't get me wrong I would've liked any one of them,"I got the cream colored one and it was cute don't get me wrong I would've liked any one of them, but I received it and it was already broken, the cake piece on the left wasn't attached and all I had to do was super glue it but it sucks that it broke and I wasn't the one that broke it.",B00UWKI582,All_Beauty
102,2.0,Two Stars,Poor quality hair. It sheds quite a bit and is very frayed since installation! I would not recommend.,B07227DBS7,All_Beauty
103,2.0,These loofahs didn't make it a couple months without getting ...,These loofahs didn't make it a couple months without getting moldy. The threads also began to unravel after just a few weeks of use.,B01F99RQQW,All_Beauty
104,2.0,Light stopped working.,The light stopped working after only a couple weeks of use.,B07HH2NB79,All_Beauty
105,2.0,Pump dispenser broken,I love this soap but neither of the pumps worked. Really disappointed,B07J4CW4KR,All_Beauty
106,2.0,"Very bulky and scratchy, but really pretty.","Absolutely beautiful... but... this headband is much longer and bulkier than other headbands. If you place the headband just behind the ear, the crystals scrape against the back of your ear.  If you slide it back a little, the whole thing tends to slide off. Also because the ends are so bulky, it's hard to wear glasses or sunglasses.",B082FKX3T8,All_Beauty
107,2.0,Move the power button,"the power button in the middle, so when you hold it to  shave i keep hitting the power button. The shaver shaves ok not great",B08FD7X4XM,All_Beauty
108,2.0,Way too big,Way too big. I’m an average female and can wear disposable masks with no problem. This mask is HUGE and completely unwearable.,B08GFGR75Y,All_Beauty
109,2.0,Hairs fall out like crazy! Don’t buy.,"Horrible brushes, the hairs fall out like crazy, cheaply made. Would not recommend.",B08GH6FRZN,All_Beauty
110,2.0,Not waterproof,"It is painful to use, the curve is not functional for its intended use. Wont get a close shave with out holding it awkwardly. Does not work well against thick hair, barely cuts through it. Mine died quickly, started turning on and off by itself then went dead. Definitely got water in it, so its not waterproof.",B07SN45LGF,All_Beauty
111,2.0,SMELLS TOO STRONG,Too much scent...can't get away from it.,B074MLX7BH,All_Beauty
112,2.0,Very hard to apply...,I was disappointed with this product. I live in a VERY humid city and I was REALLY looking forward to receiving this product but..... This stuff is EXTREMELY difficult to apply to your hair. It's one step away from being a actual candle. That's how much wax is in here. The product is VERY hard to get out of the can and even more difficult to apply. Especially to damp hair which is really the only way to apply any product evenly. It's basically a candle with out the wick.,B071DMNWHV,All_Beauty
113,2.0,The Rose Quartz Roller Is Nice ....,"The Rose Quartz roller that comes with this is really nice., and I use it ALL the time. The micro needling kit - not so much. I am assuming that these are supposed to be one use and disposable (as there are NO options for changing/replacing the needle heads) - which could be a good thing in that at least you know for a fact it's clean. I read a lot about this and generally feel that it should be left to professionals! There is no way to tell what shape the little needles are on this (which from reading is pretty important), and there are LOTS of things that can go wrong. I am all about doing stuff at home - but I personally don't think a disposable micro needling kit is one of those things.",B07HGFNG5N,All_Beauty
114,2.0,Two Stars,No es lo que esperaba,B0BJ6FS9WQ,All_Beauty
115,2.0,You get what you pay for,"Frankly I’m amazed about all of the super good reviews on this product. As the headline says, you get what you pay for.  They look very summer to the Oral B product.  Unfortunately they are not made tightly.  When I use one they pinch my lip because they are not tight up against the base.  The good news is they don’t cost a lot so when I threw them out it really didn’t bother me.",B07H3BD7ZG,All_Beauty
116,2.0,Weird attachment design.,"Design on how the attachments fit on is weird. You can't adjust them, so in order to get them to go sideways you have to hold the hairdryer sideways. It just didn't work for me.  I like the look of it and the color and the settings but functionality was not there unfortunately.",B089SJWDNS,All_Beauty
117,2.0,A cute mess,I tired it with this wig. I got the largest size available that was recommended. This wig was extremely small. There was nothing to assist with attaching to your head. Package should say for a child size head.,B08CR5Z9Z1,All_Beauty
118,2.0,Cheap,I was disappointed with these items. The sequins are not great quality and are kind of “kiddish” looking. The foils were nice but I will return for something more my style.,B088WW9MHT,All_Beauty
119,2.0,Ckmmunication,Well considering that amazon had to refund the product for what ever reason I did not order the item again but I have used it and did like it very much..idk what the issue was but pretty disappointing,B07SHHXSPL,All_Beauty
120,2.0,Two Stars,"good coverage but becomes cakey after few hours, need to reapply frequently",B01LZUPT3C,All_Beauty
121,2.0,Disappointed,I was disappointed upon receiving these. The flowers are creased and mis-shaped from the packaging. The felt backing is so stiff that it sticks out and doesn't bend with elastic/form to baby's head. The felt is bulky and can be seen from underneath the flowers.,B074ZYZNMT,All_Beauty
122,2.0,Dissapointed,"I bought this to replace a Norelco 6848XL (about 10 years old?) that has worked well, but is beginning to have poor battery life.  This new 8140XL appears to me to be cheaply built, to the point that I find myself still leaning towards using the older model.  In more detail, the cutting heads are slightly larger on the 8140, but much less smooth (even painful to an extent) than the older model.  Also, the cutting head is held on to the 8140 by a very sloppy connection and falls off very easily when you are trying to clean it.  The whole general construction of the 8140 seems to much less ""solid"" than the older 6848.<br /><br />In short, Norelco seems to have gone towards cheaper cosnstruction in an attempt to save on costs (and yes, to be able to offer the 8140 at a ""low"" cost to the consumer).  However, this consumer is not impressed.  In hindsight, I should have instead sent the 6848 in for new batteries.",B0009MFUOA,All_Beauty
123,2.0,"Doesn't hold nails, need another accessory not included?","First time buying a product like this oh, I wanted something to hold the fake nails so I can paint them before I put them on. But I'm not sure how this is supposed to work. Didn't come with any instructions and there's little plastic things that look like nails that clip onto the top. But there is no way to have the fake nails stay on that stand. Have you barely even not yet let alone try to paint them they won't stay on. Don't know if you're supposed to buy something else along with this, but that probably should have been in the description. Not really thrilled about this one",B014MF5VXY,All_Beauty
124,2.0,Does not work.,I’ve been trying to find an alternative to shaving every day. I saw this product on several lists as something that works on coarse hair. I’ve tried it twice and it’s maybe removed 2 hairs from my face. Very disappointed and now I have 3 more tubes of it. I do not recommend this product. I gave it two stars because it was less messy to apply than others.,B01IA9CFQE,All_Beauty
125,2.0,..,"Smells alot, repelling effect dissepates after 1 day. Love the small bottle though, very portable and handy. But a drippy and uneven flow.",B004UM4GC2,All_Beauty
126,2.0,ok,Just makes my hair very oily. Not very good for me.,B072K6RVGS,All_Beauty
127,2.0,not good,Didn't like the scent that much and my skin didn't feel very moisturized. Shouldn't have bought it.,B00OSRSQ9S,All_Beauty
128,2.0,The purple mask is the one that works over the Green tea mask,"This product doesn't do what it says it does it's not like tick tock at all but what I can say is the purple mess actually works pretty good you'll get a smooth feeling on your face and you'll actually see it trying to work the purple mask works way better than the green one, the green one really just got stuck in my pores",B08QMJLMCQ,All_Beauty
129,2.0,Very strong floral scent,"I remember this from Avon from years ago where I could spread it on my hands and paint or use turpentine and protect my hands.  This one doesn't work quite as well as the one I remember, and even if it did, I'm not sure I would want to use it often.  The smell is an overwhelming floral stink.  I don't like scented items to begin with, and I really don't like florals, so maybe it's just me.  It's very strong though so I don't even want to give the extra bottles away to family or friends because then I would have to smell it on them. Yuck.",B00HJ6Q82C,All_Beauty
130,2.0,Two Stars,Doesn't fit my F-5790 razor. Had to return it.,B00QZX8PEO,All_Beauty
131,2.0,Way too small,"I was lead to believe this was a nice normal size cap with a nice wide head band, This cap is small probably good for a 5 year old. what a waste of my money.",B07MFHBDRK,All_Beauty
132,2.0,No warranty and now I know why,This is a knock off brand. I used it 3 times and now it no longer works. Waste of money. Do not buy,B00P6L1OXA,All_Beauty
133,2.0,Not good,"It doesn't moisturize enough and it stings my eyes. If you get any in your eye, it's very irritating. I had to wash my face to get it out of my eyes.<br />I wouldn't buy it again.",B00O4D92ZI,All_Beauty
134,2.0,Two Stars,Okay but I would not purchase again at the price point,B00NEOU5S6,All_Beauty
135,2.0,Has a funky smell and it is rather slimy. ...,Has a funky smell and it is rather slimy. That would not be a problem if it was a product that does what it promises but it really doesn't do anything.,B00DT4757A,All_Beauty
